id,brand,model,description,price,list_1,list_2,list_3,list_4,list_5,list_6,list_7,list_8,list_9
10059,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Papel Comandera",2638.36,0,2638.36,2638.36,2638.36,2638.36,2638.36,2849.43,2902.31,3034.17
10112,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Azucar x 1 Kg",1118.46,0,1118.46,1118.46,1118.46,1118.46,1118.46,1208.00,1230.34,1286.32
10113,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Yerba x 500 g",1784.51,0,1784.51,1784.51,1784.51,1784.51,1784.51,1927.37,1963.15,2052.33
10114,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Vasos Termicos 180 cc x 25 u",130.02,0,130.02,130.02,130.02,130.02,130.02,140.42,143.01,149.52
10115,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Resmas A4",2838.89,0,2838.89,2838.89,2838.89,2838.89,2838.89,3066.14,3122.84,3264.93
10116,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Broches Caja",691.22,0,691.22,691.22,691.22,691.22,691.22,746.52,760.37,794.92
10117,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Papel Higienico x 300 Mts (1 Rollo )(1046)",2898.79,0,2898.79,2898.79,2898.79,2898.79,2898.79,3130.84,3188.74,3333.83
10118,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Toallas Intercaladas Baño (1 Paquete )(1029)",3566.51,0,3566.51,3566.51,3566.51,3566.51,3566.51,3852.02,3923.25,4101.76
10119,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Jabon Liquido Manos",4134.54,0,4134.54,4134.54,4134.54,4134.54,4134.54,4465.52,4548.10,4755.04
10120,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Etiquetas 100 x 100 ( 1 Rollo )",2638.36,0,2638.36,2638.36,2638.36,2638.36,2638.36,2849.43,2902.31,3034.17
10121,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Ribbons",579.37,0,579.37,579.37,579.37,579.37,579.37,625.72,637.34,666.29
10123,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Toner Fotocop - Logistica ( 3615 )",24443.79,0,24443.79,24443.79,24443.79,24443.79,24443.79,26399.29,26887.10,28110.89
10124,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Toner Admin - Super - Mercado (3320)",42225.12,0,42225.12,42225.12,42225.12,42225.12,42225.12,45605.28,46448.64,48562.08
10126,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Lavandina x 5 Lts",1633.71,0,1633.71,1633.71,1633.71,1633.71,1633.71,1764.49,1797.12,1878.89
10127,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Desinfectante x 5 Lts",6911.85,0,6911.85,6911.85,6911.85,6911.85,6911.85,7465.15,7603.20,7949.15
10128,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Saquito Te x 25 u",194.79,0,194.79,194.79,194.79,194.79,194.79,210.38,214.27,224.02
10130,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Saquito Mate Cocido x 50 u",811.58,0,811.58,811.58,811.58,811.58,811.58,876.54,892.75,933.37
10132,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Stride Limpiador Maquina",3605.35,0,3605.35,3605.35,3605.35,3605.35,3605.35,3893.78,3966.04,4146.23
10134,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Detergente x 5 Lts",9538.35,0,9538.35,9538.35,9538.35,9538.35,9538.35,10301.91,10492.42,10969.83
10136,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Agua Destilada x 5 Lts",251.33,0,251.33,251.33,251.33,251.33,251.33,271.44,276.47,289.03
10142,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Toallas Cocina (1 Rollo Grande )(1028)",5219.49,0,5219.49,5219.49,5219.49,5219.49,5219.49,5637.32,5741.57,6002.81
10146,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Film Strech",8412.93,0,8412.93,8412.93,8412.93,8412.93,8412.93,9085.99,9254.38,9675.36
10148,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Escoba",288.93,0,288.93,288.93,288.93,288.93,288.93,312.04,317.83,332.27
10152,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Naftalina ( 1 Bolsita )",17872.61,0,17872.61,17872.61,17872.61,17872.61,17872.61,19303.33,19661.72,20554.85
10158,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Trapo De Piso",1.52,0,1.52,1.52,1.52,1.52,1.52,1.64,1.67,1.75
10160,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Escobillon",196.00,0,196.00,196.00,196.00,196.00,196.00,211.68,215.61,225.40
10162,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Lampara LED Galpon",10865.90,0,10865.90,10865.90,10865.90,10865.90,10865.90,11734.80,11952.30,12495.90
10164,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Optimizador Gas Oil x 950 cm3 (Generador)",1.52,0,1.52,1.52,1.52,1.52,1.52,1.64,1.67,1.75
10166,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Bolsas Residuos 45 x 60",476.50,0,476.50,481.19,486.04,495.43,502.78,514.62,524.17,547.96
10168,"O.A. DISTRIBUCIONES S.A.",,"CONS INT Cinta Embalar Ancha ( 1 Cinta )",1.51,0,1.51,1.51,1.51,1.51,1.51,1.63,1.66,1.73
10171,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Banditas Elasticas",1052.43,0,1052.43,1052.43,1052.43,1052.43,1052.43,1136.63,1157.68,1210.30
10180,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Curitas ( 1 Cajita )",55.99,0,56.55,55.99,55.99,55.99,55.99,55.99,55.99,65.04
10189,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Bolsa Consorcio 80 x 1.10 Sueltas",67.06,0,67.06,67.73,68.39,69.05,69.72,70.38,71.04,77.12
10200,"O.A. DISTRIBUCIONES S.A.","consumo interno","LHERITIER CAJA NAVIDENA OBSEQUIO",1.20,0,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20
10202,"O.A. DISTRIBUCIONES S.A.","consumo interno","Bolso Deportivo",150.56,0,150.56,150.56,150.56,150.56,150.56,150.56,150.56,173.15
10205,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Clips Nro 4 ( 1 Cajita )",72.94,0,72.94,73.66,74.38,75.11,75.83,76.55,77.27,83.88
10207,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Cuaternario x 5 Lts",772.60,0,772.60,779.67,787.37,802.20,816.41,834.39,849.86,888.49
11023,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Precintos Bolsas Camiones",2619.41,0,2619.41,2643.26,2669.24,2719.29,2767.20,2827.90,2880.07,3010.40
11025,"O.A. DISTRIBUCIONES S.A.","consumo interno","CONS INT Biocida para Gas Oil x 950 cm3 (Generador)",48.53,0,48.53,48.53,48.53,48.53,48.53,48.53,48.53,55.81
101023,OBLIMAR,"rellenos surtidos","TNT Mast Rell Pintalengua x 60 u",2434.18,0,2434.18,2455.99,2479.75,2525.51,2569.32,2624.82,2672.53,2791.71
103006,GEORGALOS,surtido,"PALITO Selva Mast Display x 480 gr",3588.20,0,3588.20,3620.90,3656.50,3725.10,3790.70,3873.90,3945.30,4123.90
190001,MISKY,,"MISKY Mast x 800 g (242u)",3350.70,0,3658.40,3692.60,3729.80,3801.40,3870.00,3956.90,4031.60,4218.20
190003,MISKY,"goma kilo","MISKY Gma Ricomas Conito x 500 g",2279.40,0,2279.40,2300.20,2322.80,2366.30,2408.00,2460.80,2506.20,2619.70
190005,MISKY,,"MISKY Gma Eucalipto x 1 k (206 u)",4262.60,0,4899.00,4944.70,4994.50,5090.50,5182.30,5298.70,5398.70,5648.60
190006,MISKY,,"MISKY Chocolatin Choc 20 x 8 g",3087.80,0,3402.90,3433.90,3467.70,3532.70,3594.90,3673.80,3741.60,3910.90
190007,CACHI,chizitos,"CACHI Pizzitos  x 1 k",28607.00,0,28607.00,28863.30,29142.50,29680.30,30195.20,30847.50,31408.20,32808.80
190010,CACHI,,"CACHI Zitos  x 1 k",28607.00,0,28607.00,28863.30,29142.50,29680.30,30195.20,30847.50,31408.20,32808.80
190011,MISKY,,"MISKY Gma Fantasia x 1 k (466 u)",4262.60,0,4899.00,4944.70,4994.50,5090.50,5182.30,5298.70,5398.70,5648.60
190012,MISKY,rollo,"MISKY Gma Rollo 12 x 35 g",2462.80,0,2462.80,2485.30,2509.70,2556.70,2601.80,2658.90,2707.90,2830.50
190013,MISKY,"goma presentacion","MISKY Gma Display Fant 12 x 30 g",2372.90,0,2372.90,2394.60,2418.10,2463.40,2506.80,2561.80,2609.10,2727.10
190015,MISKY,,"MISKY Gma Jelly Roll x 1 k (200 u)",4262.60,0,4899.00,4944.70,4994.50,5090.50,5182.30,5298.70,5398.70,5648.60
190023,BILLIKEN,rollo,"BILLIKEN Past Multimint Mentol x 12 u",2236.62,0,2236.62,2256.98,2279.17,2321.90,2362.81,2414.64,2459.19,2570.47
190024,BILLIKEN,rollo,"BILLIKEN Past Multimint Cereza x 12 u",2236.62,0,2236.62,2256.98,2279.17,2321.90,2362.81,2414.64,2459.19,2570.47
190026,BILLIKEN,rollo,"BILLIKEN Past Multimint Strong x 12 u",2236.62,0,2236.62,2256.98,2279.17,2321.90,2362.81,2414.64,2459.19,2570.47
190032,LULEMMU,,"LULEMUU Alf Arroz Yog Rell Vain 12 x 22 g",3953.80,0,3953.80,3989.80,4029.00,4104.50,4176.90,4268.50,4347.20,4543.90
190033,MISKY,,"MISKY Clo Transparente x 810 g (180 u)",4375.80,0,4822.30,4866.20,4914.10,5006.20,5094.40,5206.20,5302.20,5542.20
190034,MISKY,,"MISKY Clo Transp Cherry x 405 g (90 u)",2241.50,0,2470.20,2492.70,2517.20,2564.40,2609.60,2666.90,2716.10,2839.00
190046,MISKY,,"MISKY Chup Bicolor x 50 u",2813.60,0,3014.60,3042.00,3071.90,3129.50,3184.70,3254.50,3314.60,3464.60
190051,MISKY,,"MISKY Clo Saquito Rell Fruta x 810 g (135 u)",3426.20,0,3775.80,3810.20,3847.60,3919.80,3988.80,4076.30,4151.50,4339.40
190061,MARENGO,,"MARENGO Saquito Rell Fruta x 454 g (70u)",2275.60,0,2275.60,2296.80,2320.00,2364.50,2407.20,2461.20,2507.70,2623.80
190065,MISKY,frutal,"COSMOS Chup Frutal x 40 u (500 g)",2459.00,0,2459.00,2481.40,2505.80,2552.80,2597.70,2654.70,2703.70,2826.10
190066,NEVARES,bañada,"NEVARES Oblea Smack Bnda 48 x 33 g",8702.60,0,8702.60,8781.80,8868.20,9034.40,9193.60,9395.30,9568.60,10001.60
190067,"CANDY TOY",juguetes,"CANDY TOY Past Colectivo x 30 u",8136.20,0,8136.20,8209.10,8288.50,8441.40,0,8773.40,8932.80,9331.20
190073,"LA DOLCE",,"BULL DOG Past Manzana x 12 u",2369.20,0,2753.80,2778.90,2806.20,2858.80,2909.20,2973.00,3027.90,3164.90
190074,"LA DOLCE","goma presentacion","BULL DOG Gma Huesitos 12 x 30 g",3157.89,0,3157.89,3186.64,3217.96,3278.30,3336.06,3409.23,3472.13,3629.26
190075,"LA DOLCE",,"BULL DOG Past Tutti x 12 u",2369.20,0,2753.80,2778.90,2806.20,2858.80,2909.20,2973.00,3027.90,3164.90
190077,"LA DOLCE",,"BULL DOG Past Sandia x 12 u",2369.20,0,2753.80,2778.90,2806.20,2858.80,2909.20,2973.00,3027.90,3164.90
190079,"LA DOLCE",,"BULL DOG Past Mandarina x 12 u",2369.20,0,2811.80,2837.40,2865.30,2919.00,2970.40,3035.60,3091.60,3231.50
190083,"LA DOLCE",surtido,"DROPSY Mast Frutal x 100 u (700 g)",3018.00,0,3018.00,3045.60,3075.60,3133.10,3188.30,3258.40,3318.40,3468.50
190084,"LA DOLCE",,"DROPSY Mast Yogurt x 100 u (700 g)",2938.00,0,3026.10,3053.70,3083.70,3141.50,3196.90,3267.00,3327.30,3477.80
190085,MISKY,,"COSMOS MEGA Chup CChle Surt x 24 u",2275.60,0,2507.80,2530.60,2555.50,2603.40,2649.30,2707.40,2757.40,2882.10
190092,"LA DOLCE",surtido,"DROPSY SELVA Mast Frutilla x 100 u(700g)",3026.10,0,3026.10,3053.70,3083.70,3141.50,3196.90,3267.00,3327.30,3477.80
190094,ARCOR,,"ARCOR Mast Rell ButTof Dce Leche x 822 g (137 u)",5997.00,0,5997.00,6051.60,6111.10,6225.70,6335.40,6474.30,6593.80,6892.20
190101,BILLIKEN,,"BILLIKEN Mast Yogur x 150 u",2385.75,0,2457.30,2479.70,2503.90,2551.00,2595.80,2652.90,2701.60,2824.10
190102,BILLIKEN,turrones,"BILLIKEN Turron 50 x 25 g",6512.20,0,6512.20,6571.50,6636.10,6760.50,6879.60,7030.50,7160.20,7484.30
190105,BILLIKEN,,"BILLIKEN Mast Frutales x 150 u",2385.75,0,2457.30,2479.70,2503.90,2551.00,2595.80,2652.90,2701.60,2824.10
190106,"LA DOLCE",,"BULL DOG Past Uva/Mand x 12 u",2369.20,0,2811.80,2837.40,2865.30,2919.00,2970.40,3035.60,3091.60,3231.50
190107,"LA DOLCE",,"BULL DOG Past Sandia/Mza x 12 u",2369.20,0,2811.80,2837.40,2865.30,2919.00,2970.40,3035.60,3091.60,3231.50
190108,"LA DOLCE",,"BULL DOG Past Tutti/Limon x 12 u",2369.20,0,2811.80,2837.40,2865.30,2919.00,2970.40,3035.60,3091.60,3231.50
190111,LHERITIER,economicos,"LHERITIER Chle Plop Tutti x 100 u (400 g)",1947.60,0,1947.60,1965.40,1984.70,2021.90,2057.50,2102.70,2141.50,2238.40
190112,"LA DOLCE",,"BULL DOG Regaliz Display Sandia 12 x 18 Gr",2092.41,0,2092.41,2111.46,2132.21,2172.19,2210.47,2258.95,2300.63,2404.74
190115,LHERITIER,,"LHERITIER Chup Pelotita Gde x 100 u",2791.50,0,2791.50,2817.50,2845.90,2900.60,2952.90,3019.20,3076.20,3218.60
190116,"LA DOLCE",,"BULL DOG MiniRegaliz Tutti x 500 g",2848.68,0,2941.60,2968.30,2997.50,3053.70,3107.50,3175.70,3234.30,3380.60
190117,LHERITIER,display,"LHERITIER Chup Vaso Pico D x 10 u",1920.00,0,1920.00,1937.20,1955.90,1992.00,2026.60,2070.40,2108.00,2202.00
190118,"LA DOLCE",cables,"BULL DOG MIniRegaliz Frutilla x 500 gr",2849.80,0,2849.80,2875.80,2904.00,2958.50,3010.60,3076.60,3133.30,3275.10
190119,LHERITIER,xl,"LHERITIER Mast BIT Tutti x 51 u (408 g)",2395.60,0,2395.60,2417.40,2441.20,2486.90,2530.70,2586.30,2634.00,2753.20
190120,LHERITIER,,"LHERITIER Chup Cebollita Anana-Uva x 40 u",884.30,0,884.30,892.50,901.50,918.80,935.40,956.40,974.50,1019.60
190121,LHERITIER,,"LHERITIER Chup Pelotita x 50 u",1395.70,0,1395.70,1408.80,1423.00,1450.30,1476.50,1509.60,1538.10,1609.30
190122,LHERITIER,economicos,"LHERITIER Chle Plop Uva x 100 u (400 g)",1947.60,0,1947.60,1965.40,1984.70,2021.90,2057.50,2102.70,2141.50,2238.40
190123,LHERITIER,frutal,"LHERITIER Chup Pelotita Duo x 50 u",1395.70,0,1395.70,1408.80,1423.00,1450.30,1476.50,1509.60,1538.10,1609.30
190124,LHERITIER,display,"LHERITIER Chup Display Pico D x 24 u",2696.20,0,2696.20,2721.40,2748.80,2801.60,2852.10,2916.20,2971.20,3108.70
190125,LHERITIER,,"LHERITIER Chup Pico D x 48 u NUEVO",5044.03,0,5044.03,5091.11,5142.39,5241.17,5335.75,5455.54,5558.52,5815.77
190128,LHERITIER,economicos,"LHERITIER Chle Plop Menta x 100 u (400g)",1947.60,0,1947.60,1965.40,1984.70,2021.90,2057.50,2102.70,2141.50,2238.40
190129,LHERITIER,frutal,"LHERITIER Chup Pelotita D Leche x 50 u",1395.70,0,1395.70,1408.80,1423.00,1450.30,1476.50,1509.60,1538.10,1609.30
190130,LHERITIER,"relleno con chicle","LHERITIER Chup BLoca Fresh Sandia Chle 24 x 16 g",1628.30,0,1628.30,1643.50,1660.10,1692.00,1722.50,1761.20,1794.40,1877.50
190134,LHERITIER,,"LHERITIER Chup BLoca Energy Chle 24 x 16 g X",1628.30,0,1628.30,1643.50,1660.10,1692.00,1722.50,1761.20,1794.40,1877.50
190139,LHERITIER,xl,"LHERITIER Mast BIT Ftlla x 51 u (408 g)",2395.60,0,2395.60,2417.40,2441.20,2486.90,2530.70,2586.30,2634.00,2753.20
190141,LHERITIER,xl,"LHERITIER Mast BIT Uva x 51 u (408 g)",2395.60,0,2395.60,2417.40,2441.20,2486.90,2530.70,2586.30,2634.00,2753.20
190143,PALMESANO,,"PALMESANO Lenteja Chook Surt x 500 g",4049.48,0,4049.48,4086.35,4126.52,4203.88,4277.96,4371.79,4452.45,4653.94
190147,LHERITIER,"relleno con chicle","LHERITIER Chup BLoca Uva Rell Mast 24 x 16 g X",1482.72,0,1482.72,1496.56,1511.63,1540.67,1568.47,1603.68,1633.96,1709.57
190149,URQUIZA,Merengues,"URQUIZA Merengue SuperMini Color 24x100 g",16178.10,0,16178.10,16322.70,16480.60,16784.40,17076.10,17445.50,17762.60,18553.50
190165,LHERITIER,"relleno con chicle","LHERITIER Chup BLoca Tutti Rell Mast 24 x 16 g X",1482.72,0,1482.72,1496.56,1511.63,1540.67,1568.47,1603.68,1633.96,1709.57
190208,GUAYMALLEN,economicos,"GUAYMALLEN Alf Choc 40 x 38 g",7225.90,0,7225.90,7293.30,7366.80,7508.30,7643.80,7815.40,7962.90,8331.40
190209,GUAYMALLEN,,"GUAYMALLEN Alf Bco 40 x 38 g",7225.90,0,7225.90,7293.30,7366.80,7508.30,7643.80,7815.40,7962.90,8331.40
190210,GUAYMALLEN,economicos,"GUAYMALLEN Alf Fruta 40 x 38 g",7225.90,0,7225.90,7293.30,7366.80,7508.30,7643.80,7815.40,7962.90,8331.40
190211,GUAYMALLEN,,"GUAYMALLEN Alf Trl Choc 24 x 70 g",7225.90,0,7225.90,7293.30,7366.80,7508.30,7643.80,7815.40,7962.90,8331.40
190212,GUAYMALLEN,,"GUAYMALLEN Alf Trl Bco 24 x 70 g",7225.90,0,7225.90,7293.30,7366.80,7508.30,7643.80,7815.40,7962.90,8331.40
190213,PARNOR,,"PITUSAS MINI Gta Choc 16 x 300 g",18233.10,0,18233.10,18387.80,18556.30,18880.90,19191.70,19585.40,19923.80,20769.10
190214,PARNOR,bolsas,"PITUSAS MINI Gta Vain 16 x 300 g",18233.10,0,18233.10,18387.80,18556.30,18880.90,19191.70,19585.40,19923.80,20769.10
190215,PARNOR,bolsas,"PITUSAS MINI Gta Frutilla 16 x 300 g",18233.10,0,18233.10,18387.80,18556.30,18880.90,19191.70,19585.40,19923.80,20769.10
190216,PARNOR,,"PITUSAS MINI Gta Choc 30 x 160 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190217,PARNOR,,"PITUSAS MINI Gta Vain 30 x 160 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190218,PARNOR,bolsas,"PITUSAS MINI Gta Mousse 30 x 160 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190219,PARNOR,,"PITUSAS MINI Gta Frutilla 30 x 160 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190220,PARNOR,,"PITUSAS MINI Gta Limon 30 x 160 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190221,PARNOR,bolsas,"PITUSAS MINI Gta Frambuesa 30 x 140 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190222,PARNOR,bolsas,"PITUSAS MINI Gta Merengue 30 x 120 g",19119.40,0,19119.40,19281.60,19458.40,19798.70,20124.60,20537.40,20892.30,21778.80
190223,PARNOR,,"PARNOR Gta Morochitas x 4.5 k",15675.40,0,15675.40,15808.40,15953.30,16232.30,16499.50,16838.00,17128.90,17855.70
190225,GUAYMALLEN,clasicos,"GUAYMALLEN Alf Trl Fruta 24 x 70 g",7225.90,0,7225.90,7293.30,7366.80,7508.30,7643.80,7815.40,7962.90,8331.40
190228,PEPAY,tapitas,"PEPAY Tapitas Multicolor 6 x 500 g",11663.61,0,11663.61,11768.11,11881.95,12101.22,12311.17,12577.10,12805.71,13376.76
190238,BILLIKEN,rollo,"BILLIKEN Past Punch x 60 u",2857.40,0,2857.40,2883.40,2911.70,2966.30,3018.60,3084.80,3141.70,3283.90
190241,"LA DOLCE","goma presentacion","YUMMY Gma Ositos Acidos 12 x 30 g",3157.89,0,3157.89,3186.64,3217.96,3278.30,3336.06,3409.23,3472.13,3629.26
190242,PAYSANDU,"artesanal Paleta","PAYSANDU Chup Margarita 22 x 12 u",28664.30,0,28664.30,28921.20,29200.90,29739.80,30255.80,30909.30,31471.20,32874.60
190243,PAYSANDU,"artesanal Paleta","PAYSANDU Chup Mickey 22 x 14 u",27102.10,0,27102.10,27344.90,27609.40,28118.90,28606.80,29224.70,29755.90,31082.80
190247,PAYSANDU,"artesanal Paleta","PAYSANDU Chup Paleta Emoticon 26 x 14 u",25459.50,0,25459.50,25687.60,25936.10,26414.80,26873.00,27453.50,27952.50,29199.00
190248,PAYSANDU,"artesanal Paleta","PAYSANDU Chup Pepa Pig 26 x 14 u",25459.50,0,25459.50,25687.60,25936.10,26414.80,26873.00,27453.50,27952.50,29199.00
190250,PAYSANDU,"artesanal Paleta","PAYSANDU Chup Varita Magica 16 x 12 u",18194.40,0,18194.40,18357.42,18243.89,18877.05,19204.55,19619.39,19976.00,20866.79
190251,PAYSANDU,"artesanal Paleta","PAYSANDU Chup Trebol 16 x 12 u",18194.40,0,18194.40,18357.42,18535.00,18877.05,19204.55,19619.39,19976.00,20866.79
190252,PAYSANDU,"artesanal Bolon","PAYSANDU Chup Meloncito 18 x 30 u",29850.19,0,29850.19,30117.64,30408.98,30970.17,31507.47,32188.05,32773.12,34234.58
190255,TOPPS,especiales,"TOPPS Chup Jurassic SpringPop x 25 u",4239.80,0,4239.80,4279.30,4322.40,4405.50,4485.00,4585.60,4672.20,4888.40
190266,FELFORT,especiales,"FELFORT Nobel Rell Marroc 15 x 35 g",20713.31,0,20713.31,20901.92,21107.37,21503.11,21882.01,22361.96,22774.54,23805.15
190267,GEORGALOS,"postre mantecol","MANTECOL 40 x 111 g",54238.90,0,54238.90,54732.80,55270.80,56307.00,57299.20,58556.00,59636.30,62335.10
190270,GEORGALOS,"postre mantecol","MANTECOL 12 x 41 g",6924.00,0,6924.00,6987.10,7055.70,7188.00,7314.70,7475.10,7613.00,7957.60
190271,GEORGALOS,,"PALITO de la Selva Mast x 660 g(180u)",4607.30,0,4791.70,4836.40,4885.10,4978.90,5068.80,5182.60,5280.40,5524.80
190272,GEORGALOS,,"BAZOOKA Chle Tutti x 80 u",3482.80,0,3622.10,3655.10,3691.00,3760.20,3826.50,3910.40,3982.50,4162.70
190273,GEORGALOS,economicos,"BAZOOKA Chle Banana x 80 u",3622.10,0,3622.10,3655.10,3691.00,3760.20,3826.50,3910.40,3982.50,4162.70
190274,GEORGALOS,,"BAZOOKA Chle Menta x 80 u",3482.80,0,3622.10,3655.10,3691.00,3760.20,3826.50,3910.40,3982.50,4162.70
190276,DISMAFAR,velas,"DISMAR CONDE Vela 25 x 175 mm x 4 u",9861.80,0,9861.80,9950.10,10046.40,10231.80,10409.30,10634.10,10827.40,11310.30
190280,VARIOS,blanco,"ASTRO Jab x150 gr Bco",306.25,0,306.25,309.00,311.98,317.74,323.25,330.24,336.24,351.23
190285,DILAX,,"BOMBUCHA Bombita x 100 u + 2 Pistolitas",2153.59,0,2429.70,2451.90,2476.00,2522.40,2566.80,2623.10,2671.50,2792.40
190287,MISKY,xl,"SUGUS MAX Mast Sandia x 70 u",3529.40,0,3529.40,3561.50,3596.50,3663.90,3728.50,3810.30,3880.60,4056.20
190295,BAGLEY,paquetes,"BAGLEY Gta Rell Merengada Ftlla 36 x 88 g",29336.80,0,29336.80,29603.90,29894.90,30455.40,30992.10,31671.80,32256.20,33715.90
190299,BAGLEY,,"ARCOR Gta Mana Limon 36 x 136 g",23909.20,0,23909.20,24126.90,24364.00,24820.80,25258.20,25812.20,26288.40,27478.10
190301,LHERITIER,"consumo interno","LHERITIER Termo Plastico x 2.5 Lts Obsequio",1.63,0,1.63,1.64,1.66,1.69,1.72,1.74,1.77,1.78
190305,TROMPITO,"artesanal Paleta","TROMPITO Chup Paletita Unicornio 12 x 20 u (x bulto)",29336.20,0,29336.20,29609.00,29908.10,30482.10,31032.20,31728.50,32328.70,33823.90
190313,NOGALI,surtidas,"NOGALI Gta Glaceada 18 x 300 g",11880.70,0,11880.70,11987.10,12103.10,12326.40,12540.30,12811.20,13044.00,13625.70
190315,TREMBLY,gelatina,"TREMBLY Exhibidor Gma Surt x 40 Tiras",24386.10,0,24386.10,24604.60,24842.60,25301.10,25740.00,26296.10,26774.00,27968.00
190316,TROMPITO,,"TROMPITO Ctllon Juguete Chico  x 100 u",1107.00,0,1107.00,1117.30,1128.60,1150.30,1171.00,1197.30,1219.90,1276.40
190358,BILLIKEN,,"YUMMY Gma Sandia x 500g (100u)",2822.80,0,2907.50,2933.90,2962.30,3018.10,3071.50,3138.90,3196.60,3341.50
190361,"CANDY BABY",niños,"CANDY BABY Tlla Humeda Aloe x 50 u",836.73,0,836.73,844.35,852.65,868.63,883.94,903.33,919.99,961.62
190362,"CANDY BABY",niños,"CANDY BABY Tlla Humeda Oleo x 50 u",836.73,0,836.73,844.35,852.65,868.63,883.94,903.33,919.99,961.62
190371,MISKY,mousse,"SURTIDO ESPECIAL Bmra x 223 g",2594.60,0,2594.60,2618.20,2644.00,2693.60,2741.00,2801.10,2852.80,2981.90
190373,ALGABO,niños,"ALGABO Perf Spray Sally Unicornio x 125ml",3239.80,0,3239.80,3268.80,3300.40,3361.30,3419.60,3493.50,3557.00,3715.60
190374,ALGABO,niños,"ALGABO Perf Sally Unicornio Vidrio x 1ml",4223.28,0,4223.28,4261.12,4302.34,4381.74,4457.75,4554.05,4636.82,4843.59
190375,ALGABO,niños,"ALGABO Perf Spray Zombies x 125ml",3239.80,0,3239.80,3268.80,3300.40,3361.30,3419.60,3493.50,3557.00,3715.60
190376,ALGABO,espuma,"ALGABO Men Espuma Afeitar x 200 ml",2186.80,0,2186.80,2206.40,2227.80,2268.90,2308.30,2358.10,2401.00,2508.00
190383,DISMAFAR,"feliz cumpleaños","DISMAR Soy Tu Fan Pinturita x 24 u Celeste y Blanca",3742.60,0,3742.60,3775.60,3811.50,3880.80,3947.00,4031.10,4103.20,4283.50
190387,DISMAFAR,"feliz cumpleaños","DISMAR Velas Feliz Cumple 24 x 24",8606.20,0,8606.20,8686.50,8774.00,8942.50,9103.90,9308.30,9484.00,9922.90
190390,MISKY,,"POLVORITA Gta  81 g Vain Rell Vain",12870.60,0,13366.80,13491.60,13627.50,13889.30,14139.90,14457.30,14730.30,15412.00
190391,MISKY,,"POLVORITA Gta  81 g Vain Rell Frut",12870.60,0,13366.80,13491.60,13627.50,13889.30,14139.90,14457.30,14730.30,15412.00
190392,MISKY,,"POLVORITA Gta  81 g Choc Rell Vain",12870.60,0,13366.80,13491.60,13627.50,13889.30,14139.90,14457.30,14730.30,15412.00
